query,unformatted,cripple,nn_seed,inc_centroids,components,length_norm,alg,kernel,gamma,alpha,multilabel,c,merge,sensitivity,precision,max_in_cluster
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.7,0.9,False,1.2,True,0.5085,0.6986445531538974,0.7584000000000001
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.3,1.0,True,1.0,True,0.8159999999999998,0.9362846435979026,0.7188999999999999
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.7,1.0,False,1.2,True,0.49749999999999994,0.687564457496517,0.7459
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.5,0.9,False,1.05,True,0.8021,0.8979003817605822,0.6474
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.7,0.8,False,1.3,True,0.4504,0.6328774428600468,0.776
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.5,0.7,False,1.02,True,0.8535999999999999,0.9228946780712661,0.6297
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.4,0.7,False,1.05,True,0.8043000000000001,0.9016754214443219,0.6439999999999999
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.6,0.9,True,1.05,True,0.6075,0.775875352623466,0.7834000000000001
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.3,0.9,True,1.05,True,0.6844000000000001,0.8435604263755894,0.7573000000000001
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.3,0.7,True,1.3,True,0.3795,0.48868467947187116,0.8497999999999999
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.6,0.7,True,1.02,False,0.7788,0.8967833652599937,0.6933
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.5,1.0,True,1.1,True,0.5478000000000001,0.716881771530825,0.7917000000000002
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.5,0.7,False,1.0,True,0.8937000000000002,0.9333912669023686,0.617
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.7,0.7,True,1.2,False,0.24609999999999999,0.35199863106151663,0.8271000000000001
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.4,0.6,True,1.05,False,0.6129,0.752420982536397,0.769
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.3,0.7,True,1.0,True,0.8506,0.9353615596683051,0.6933
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.6,0.6,True,1.05,True,0.6126,0.7643368018566401,0.797
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.6,0.8,True,1.2,False,0.20950000000000002,0.3090478942311498,0.7784
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.7,0.6,False,1.05,False,0.9533999999999999,0.9601989431981787,0.5125000000000001
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.6,1.0,False,1.1,False,0.8087,0.9205684578795313,0.6054999999999999
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.3,1.0,False,1.08,False,0.8245000000000001,0.959096622046062,0.7107
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.5,0.8,True,1.0,False,0.8055999999999999,0.9149929382129833,0.6908
