query,unformatted,cripple,nn_seed,inc_centroids,components,length_norm,alg,kernel,gamma,alpha,multilabel,c,merge,sensitivity,precision,max_in_cluster
fam40_typedistributed_plain+bg_weak,False,6,13,False,100,False,labelSpreading,rbf,0.6,1.0,False,1.2,True,0.90500000000000003,0.96559740788204829,0.82299999999999995
fam40_typedistributed_plain+bg_weak,False,6,19,True,100,True,labelSpreading,rbf,0.6,0.6,False,1.0,False,0.99299999999999999,0.99383012820512828,0.67900000000000005
fam40_typedistributed_plain+bg_weak,False,40,13,False,100,True,labelSpreading,rbf,0.5,0.9,False,1.1,True,0.89300000000000002,0.91662898349744837,0.66600000000000004
fam40_typedistributed_plain+bg_weak,False,20,7,False,100,False,labelSpreading,rbf,0.7,0.6,True,1.1,True,0.745,0.8501568100358422,0.86199999999999999
fam40_typedistributed_plain+bg_weak,False,6,1,True,100,True,labelSpreading,rbf,0.4,0.8,False,1.2,False,0.95199999999999996,0.97571493132974119,0.80500000000000005
fam40_typedistributed_plain+bg_weak,False,6,19,True,100,False,labelSpreading,rbf,0.4,1.0,True,1.3,True,0.84699999999999998,0.9426252252378341,0.82799999999999996
fam40_typedistributed_plain+bg_weak,False,6,13,False,100,True,labelSpreading,rbf,0.4,0.7,False,1.2,False,0.95199999999999996,0.96373101568578434,0.80700000000000005
fam40_typedistributed_plain+bg_weak,False,20,19,False,100,False,labelSpreading,rbf,0.3,0.8,True,1.2,True,0.82299999999999995,0.92525431348388676,0.84099999999999997
fam40_typedistributed_plain+bg_weak,False,40,19,False,100,False,labelSpreading,rbf,0.7,0.8,False,1.3,False,0.85599999999999998,0.87334725246128575,0.60299999999999998
fam40_typedistributed_plain+bg_weak,False,20,7,True,100,True,labelSpreading,rbf,0.6,0.7,True,1.0,True,0.96399999999999997,0.97188336460287683,0.81100000000000005
fam40_typedistributed_plain+bg_weak,False,6,13,True,100,False,labelSpreading,rbf,0.5,0.9,True,1.1,True,0.94099999999999995,0.9673341928744742,0.85399999999999998
fam40_typedistributed_plain+bg_weak,False,6,13,False,100,False,labelSpreading,rbf,0.3,0.9,False,1.3,False,0.95499999999999996,0.96862305619099098,0.82599999999999996
fam40_typedistributed_plain+bg_weak,False,6,1,True,100,False,labelSpreading,rbf,0.6,0.9,False,1.2,True,0.95499999999999996,0.96366004107864567,0.85099999999999998
fam40_typedistributed_plain+bg_weak,False,6,1,False,100,False,labelSpreading,rbf,0.3,1.0,True,1.2,False,0.93300000000000005,0.95720588630484649,0.79000000000000004
fam40_typedistributed_plain+bg_weak,False,40,19,True,100,True,labelSpreading,rbf,0.3,0.6,True,1.1,True,0.73799999999999999,0.84514526063365381,0.86199999999999999
fam40_typedistributed_plain+bg_weak,False,6,13,True,100,False,labelSpreading,rbf,0.7,0.7,False,1.3,True,0.91600000000000004,0.94641965877259981,0.84299999999999997
fam40_typedistributed_plain+bg_weak,False,40,13,True,100,False,labelSpreading,rbf,0.5,0.9,False,1.2,False,0.873,0.90442484121110778,0.60099999999999998
fam40_typedistributed_plain+bg_weak,False,6,1,False,100,True,labelSpreading,rbf,0.3,1.0,False,1.0,False,0.97499999999999998,0.98370494240059458,0.70299999999999996
fam40_typedistributed_plain+bg_weak,False,40,13,False,100,False,labelSpreading,rbf,0.5,0.9,True,1.2,False,0.39900000000000002,0.46803936803936802,0.89900000000000002
fam40_typedistributed_plain+bg_weak,False,6,1,True,100,True,labelSpreading,rbf,0.5,0.9,False,1.3,True,0.875,0.95643672812012903,0.85899999999999999
fam40_typedistributed_plain+bg_weak,False,6,7,True,100,False,labelSpreading,rbf,0.6,0.8,False,1.1,False,0.98399999999999999,0.98570581617456632,0.78000000000000003
fam40_typedistributed_plain+bg_weak,False,20,1,False,100,False,labelSpreading,rbf,0.7,0.9,False,1.0,False,0.99199999999999999,0.99223076923076925,0.66100000000000003
fam40_typedistributed_plain+bg_weak,False,40,7,True,100,False,labelSpreading,rbf,0.5,1.0,False,1.0,False,0.99199999999999999,0.99323821339950369,0.55700000000000005
fam40_typedistributed_plain+bg_weak,False,40,7,False,100,False,labelSpreading,rbf,0.7,0.7,False,1.3,False,0.88500000000000001,0.90758683080930402,0.61699999999999999
fam40_typedistributed_plain+bg_weak,False,6,1,False,100,False,labelSpreading,rbf,0.4,0.8,True,1.3,False,0.92300000000000004,0.95251099520664739,0.81799999999999995
fam40_typedistributed_plain+bg_weak,False,6,13,False,100,True,labelSpreading,rbf,0.3,0.7,False,1.2,True,0.92500000000000004,0.9543027456146651,0.87
fam40_typedistributed_plain+bg_weak,False,40,7,False,100,True,labelSpreading,rbf,0.6,0.9,False,1.1,True,0.77400000000000002,0.86235046776182045,0.71199999999999997
fam40_typedistributed_plain+bg_weak,False,40,1,False,100,False,labelSpreading,rbf,0.5,0.8,True,1.0,True,0.91600000000000004,0.95180471489921314,0.70699999999999996
fam40_typedistributed_plain+bg_weak,False,20,19,True,100,False,labelSpreading,rbf,0.7,0.7,False,1.0,False,0.98799999999999999,0.99036842786842794,0.67400000000000004
fam40_typedistributed_plain+bg_weak,False,20,19,False,100,True,labelSpreading,rbf,0.3,0.6,True,1.2,True,0.81100000000000005,0.90983914993736426,0.82299999999999995
fam40_typedistributed_plain+bg_weak,False,40,19,True,100,True,labelSpreading,rbf,0.6,0.6,True,1.1,False,0.57799999999999996,0.62077637348008474,0.85499999999999998
fam40_typedistributed_plain+bg_weak,False,40,7,False,100,False,labelSpreading,rbf,0.3,1.0,True,1.1,False,0.63300000000000001,0.73542749972917343,0.89000000000000001
fam40_typedistributed_plain+bg_weak,False,6,19,True,100,False,labelSpreading,rbf,0.7,0.9,True,1.1,True,0.94099999999999995,0.96306932314996829,0.84999999999999998
fam40_typedistributed_plain+bg_weak,False,40,13,True,100,False,labelSpreading,rbf,0.6,1.0,True,1.2,False,0.31900000000000001,0.34636691951489046,0.91300000000000003
fam40_typedistributed_plain+bg_weak,False,6,1,False,100,False,labelSpreading,rbf,0.3,0.7,False,1.2,False,0.97799999999999998,0.98083861132276051,0.78600000000000003
fam40_typedistributed_plain+bg_weak,False,20,19,False,100,False,labelSpreading,rbf,0.3,0.7,True,1.1,False,0.92400000000000004,0.95370926414055945,0.75900000000000001
fam40_typedistributed_plain+bg_weak,False,20,13,False,100,True,labelSpreading,rbf,0.4,1.0,False,1.0,True,0.97999999999999998,0.98289247923007661,0.74199999999999999
fam40_typedistributed_plain+bg_weak,False,20,19,True,100,False,labelSpreading,rbf,0.5,1.0,True,1.2,False,0.373,0.42953408065970883,0.88100000000000001
fam40_typedistributed_plain+bg_weak,False,6,1,True,100,False,labelSpreading,rbf,0.3,1.0,True,1.1,True,0.90300000000000002,0.96556582441291172,0.85799999999999998
fam40_typedistributed_plain+bg_weak,False,40,1,True,100,True,labelSpreading,rbf,0.3,0.6,False,1.1,False,0.94299999999999995,0.95547613427944644,0.54700000000000004
fam40_typedistributed_plain+bg_weak,False,20,1,False,100,True,labelSpreading,rbf,0.6,0.8,False,1.1,True,0.88,0.93665937261489196,0.76300000000000001
fam40_typedistributed_plain+bg_weak,False,40,13,False,100,True,labelSpreading,rbf,0.5,0.7,True,1.0,True,0.92100000000000004,0.9511609856934008,0.81299999999999994
fam40_typedistributed_plain+bg_weak,False,40,1,False,100,True,labelSpreading,rbf,0.4,0.8,False,1.0,False,0.98999999999999999,0.99102946200596964,0.55600000000000005
fam40_typedistributed_plain+bg_weak,False,20,19,False,100,True,labelSpreading,rbf,0.4,0.7,True,1.2,False,0.84799999999999998,0.91871426044586701,0.78300000000000003
